STT,X,Y,Label,Band 1,Band 2,Band 3,Band 4,Band 5,Band 6,Band 7,NDVI,NDWI
18,504240.9,2393358,Grassland,445.5142857,593.2285714,307.4285714,3013.571429,2827.457143,1664.5,773.6,0.742409225,-0.671049922
19,504675,2369943,Grassland,556.4222222,659.6222222,334.6,2898.311111,2642.977778,1768.6,927.3111111,0.677878338,-0.629210466
20,506151.4,2362378,Grassland,538.9047619,641.5238095,332.3809524,2998.595238,2809.857143,1868.75,996.547619,0.695318863,-0.647525918
21,506243.1,2324381,Grassland,414.7954545,543.9318182,221.6136364,3174.636364,3051.636364,2044.882353,872.75,0.768879602,-0.707450937
22,506300.9,2335441,Grassland,500.7708333,613.1458333,267.3125,3197.979167,3195.791667,2169.6,1018.4375,0.729221584,-0.67823368
23,507474.2,2325223,Grassland,473.5116279,611.6046512,282.627907,3325.44186,3184.767442,2212.041667,984.3023256,0.750714701,-0.689307886
24,508222.7,2343006,Grassland,449.8333333,571.9259259,233.9074074,3187.981481,3053.851852,1957.909091,893.2592593,0.752690362,-0.69577659
25,508585.3,2396528,Grassland,585.8888889,666.1481481,408.4444444,2715.259259,2661.666667,1879.6,955.9259259,0.645039324,-0.60599356
26,508851.7,2338898,Grassland,589.4821429,670.4642857,320.3035714,3029.910714,3025.089286,2028.291667,988.3214286,0.674264626,-0.6376236
27,509100,2342220,Grassland,485,601.6140351,265.5087719,3038.473684,2907.315789,1999.391304,995.2631579,0.724703492,-0.669450804
28,509280.5,2332627,Grassland,423.3404255,555.9574468,222.787234,3238.510638,3103.914894,2052.733333,916.9787234,0.768783373,-0.706964226
29,509479.5,2324776,Grassland,494.9148936,602.0851064,261.6808511,3176.617021,3143.021277,2069.388889,965.9574468,0.730404145,-0.681327034
30,509696.2,2335580,Grassland,483.7,630.84,264.38,3409.44,3183.5,2090.096774,950.38,0.751511633,-0.687724613
31,509923.6,2343805,Grassland,482.5686275,606.4705882,271.7843137,3213.588235,3047,2017.52381,957.0784314,0.738880873,-0.682481021
32,510020.3,2325294,Grassland,500.5957447,615.106383,262.4042553,3337.744681,3292,2108.310345,987.5106383,0.73916032,-0.688778366
33,510328.8,2332315,Grassland,484.0612245,593.1020408,252.7959184,3146.183673,3009.530612,2024.578947,897.122449,0.733317593,-0.682772547
34,510588.1,2332252,Grassland,484.0612245,593.1020408,252.7959184,3146.183673,3009.530612,2024.578947,897.122449,0.733317593,-0.682772547
35,511033.2,2362652,Grassland,394.6122449,555.6122449,239.7959184,3165.877551,2878.469388,1859.052632,766.6734694,0.778338225,-0.701403322
36,511313.5,2323068,Grassland,345.173913,504.326087,178.2608696,3360.23913,3251.478261,2003.5,903.6956522,0.813692072,-0.738999831
37,511503.4,2382935,Grassland,458.1470588,615.1470588,327.9117647,3168.411765,2961.705882,1793.8,739.1764706,0.747337859,-0.674831508
38,512083.6,2329565,Grassland,442.9148936,564.212766,238.3829787,3137.446809,2958.829787,1935.130435,871.1276596,0.752586509,-0.695156859
39,513675.7,2350692,Grassland,462.4545455,606.2272727,283.8863636,3137.5,2931.75,1863.16,869.8181818,0.743077564,-0.676137053
40,514077.2,2326453,Grassland,481.2962963,607,259.5740741,3174.259259,3176.944444,2142.269231,996.7592593,0.736676798,-0.678942935
41,514260.8,2322109,Grassland,439.3061224,577.5510204,237.3265306,3232.632653,3258.530612,2190.238095,997.8571429,0.760722523,-0.696838226
42,514403.2,2323466,Grassland,450.6428571,599.6607143,253.375,3333.946429,3247.5,2067.571429,981.6428571,0.761853758,-0.695108997
43,514545.6,2390014,Grassland,533.4545455,650.4242424,372.8181818,2909.727273,2740.060606,1779,832.5454545,0.690138614,-0.634608673
44,514575.3,2383149,Grassland,423.0882353,586.5882353,310.0294118,3199.058824,2868.088235,1710.5,732.3529412,0.766388151,-0.690098825
45,514879.3,2326631,Grassland,439,589.0357143,245.4642857,3433.142857,3337.642857,2240.75,964.8214286,0.773252167,-0.707106135
46,515255.1,2345049,Grassland,531.7045455,650.7727273,313,3308.204545,3096.431818,1892.434783,864.9545455,0.723063993,-0.671241999
47,515376.6,2344749,Grassland,593.5,686.2727273,337.9090909,3267.068182,3063.795455,2008.736842,926.3409091,0.692532305,-0.652813788
48,517570.4,2319792,Grassland,400.2666667,551.4333333,259.4666667,3301.433333,3247.566667,2322.384615,917.3,0.783739003,-0.713754261
49,519943.2,2348957,Grassland,532.5909091,656.25,326.5,3256.818182,3009.181818,1966.125,1001.227273,0.718905562,-0.664585451
50,521511.8,2373842,Grassland,472.975,595.5,260.7,3090.6,2840.675,1762.705882,852.075,0.734550276,-0.676894279
51,521539.4,2326356,Grassland,370.2040816,547.5102041,216.7755102,3308.755102,3105.020408,2037.888889,819.7959184,0.798745209,-0.716041216
52,521850.8,2338890,Grassland,394.7027027,540.3243243,243.027027,3199.459459,2975.486486,1694,740.6486486,0.780364555,-0.711039806
53,522791.2,2343891,Grassland,441.1590909,549.9318182,269.7954545,2803.386364,2667.227273,1731.090909,785.9318182,0.728061082,-0.672007374
54,523440,2325913,Grassland,420.5576923,579.9230769,252.6538462,3185.903846,2882.865385,1925.347826,833.6346154,0.766775446,-0.692007578
55,524133,2359705,Grassland,583.2272727,670.7045455,311.3409091,3009.454545,2739,1913.652174,965.9545455,0.67532484,-0.635502418
56,524442.3,2325647,Grassland,480.4444444,611.9074074,291.3333333,3041.87037,2869.962963,1933.5,953.3333333,0.7271996,-0.665054941
57,524600.7,2349230,Grassland,498.9142857,625.7142857,290.9428571,3135.485714,3003.2,1871.444444,867,0.725448885,-0.66727944
58,524636.7,2334217,Grassland,586.8484848,691.1818182,332.2424242,2762.939394,2817.939394,2129.583333,1088.545455,0.64962051,-0.599792957
59,525926.5,2332209,Grassland,554.8387097,651.516129,326.4516129,2835.258065,2755.129032,1869,971.3225806,0.672670872,-0.626292904
60,527318.1,2347599,Grassland,555.6,663.1777778,314.0444444,3229.2,2969.977778,1978.722222,926.0666667,0.706404566,-0.659242851
61,530292.5,2314925,Grassland,517.6285714,648.1428571,377.3428571,3160.2,2932.857143,1757.076923,740.4,0.71851403,-0.659619482
62,533167,2325819,Grassland,616.8181818,702.1515152,357.8181818,3052.484848,3145.151515,2266.076923,1138.151515,0.663795453,-0.625981615
63,535289.4,2333609,Grassland,545.3666667,646.7666667,325.2666667,2971.333333,2808.933333,1892.733333,982.6,0.689841802,-0.642482703
64,542090.5,2325224,Grassland,312.56,481.96,178.32,3120.84,2878.12,1868,742.36,0.817929749,-0.732452537
65,542584.1,2323504,Grassland,348.1935484,514.8387097,188.2903226,3192.032258,2899.096774,1757.214286,740.9354839,0.803293029,-0.72222464
66,542816,2329692,Grassland,611,712.28125,362.5,3157.25,3021.1875,1982.333333,1131.09375,0.675711537,-0.631851403
67,543414.2,2332318,Grassland,577.3333333,670.9333333,341.9333333,3025.2,2954.566667,1884,981.5333333,0.679484807,-0.636953934
68,544042.8,2326944,Grassland,630.6363636,741.3636364,374.9393939,3136.454545,3015.363636,2247.714286,1155.545455,0.665186544,-0.617638785
69,545741.9,2323270,Grassland,434.5952381,581.6428571,258.952381,2947.119048,2898,2055.388889,955.7142857,0.742973414,-0.670341682
70,546947.9,2326934,Grassland,649.5882353,736.2058824,382.5588235,2871.558824,2696.058824,2008,1049.411765,0.631036009,-0.591876997
71,560072,2312596,Grassland,626.4468085,712.1702128,383.4042553,2223.170213,1874.212766,1500.076923,932.3191489,0.560329122,-0.514761418
72,586493.1,2348533,Grassland,908.3125,893.59375,528.84375,2865.625,2940.375,2340.066667,1414.65625,0.518639352,-0.524585394
73,609523.6875,2340101,Grassland,1004,1005.45,578.85,2474.4,2387.95,1836.333333,1124.2,0.422723091,-0.422130264
74,616831.25,2344152.25,Grassland,1018.65625,998.21875,589.625,2622.0625,2749.53125,2164.272727,1533.75,0.44040926,-0.448540773
75,620738.6875,2340058,Grassland,949.5135135,981.2162162,546.2432432,3042.837838,2781.945946,2225.058824,1572.810811,0.524333692,-0.512324535
76,611670.25,2333524,Grassland,881.8484848,951.3636364,557.8787879,2823.090909,2610.969697,2170.928571,1443.939394,0.523960642,-0.495893446
77,619187.875,2345908.5,Grassland,975.7419355,996.4193548,550.5806452,2316.741935,2182.677419,1750.384615,1020.548387,0.407291289,-0.398508393
78,626414.75,2334586,Grassland,987.9487179,1059.615385,579.6153846,1060.358974,1224.205128,845.5,576.6410256,0.035351259,-0.000350754
79,603608.8125,2343900,Grassland,1116.818182,1074.363636,668.9090909,2576.363636,2428.454545,2326,1545.454545,0.3952,-0.411424872
80,625461.625,2323652.25,Grassland,819,868.5102041,459.0816327,2917.142857,2599.428571,1971.217391,1115.204082,0.561579933,-0.541157
81,619534.5,2331461.5,Grassland,794.372093,815.6976744,449.8139535,2749.488372,2603.697674,1990.5625,1164.534884,0.5516911,-0.542409477
82,626097.875,2339537.25,Grassland,875.3157895,913.2105263,473.6052632,2586.578947,2489.078947,1942.333333,1044.921053,0.494314036,-0.478134023
83,602056.3125,2332176,Grassland,1097.7,1101.7,656,2763.5,2712.2,2545.666667,1923.4,0.431420284,-0.429938942
84,599826.1875,2341564.75,Grassland,1150.542857,1075.028571,618.0857143,2922.457143,2576.085714,1970.55,1202.685714,0.435039108,-0.462147636
85,606130,2342995.75,Grassland,934.8181818,950.9090909,530.1818182,2822.636364,2515.090909,1828.75,1119.363636,0.502419433,-0.496012913
86,620246.3125,2325496.5,Grassland,825.7021277,895.8085106,489.9787234,2893.93617,2717.021277,1880.625,1105.574468,0.556030957,-0.527245983
87,625929.8125,2325099.25,Grassland,815.4489796,863.4897959,467.0612245,2870.346939,2581.265306,1950.962963,1082.897959,0.557518106,-0.537478547
88,614750.0625,2340028.75,Grassland,1340.142857,1247.142857,791,2594.428571,2643.571429,2646,2088.857143,0.318785854,-0.350712134
89,606951.375,2348954,Grassland,918.5405405,945.4864865,532.3783784,2299.459459,1997.432432,1495.666667,907.2702703,0.429123343,-0.417255941
90,630094.125,2325402.75,Grassland,828.2444444,882.9333333,463.9555556,2696.4,2405.355556,1812.571429,1090.666667,0.530026669,-0.506649283
91,629751,2333635.75,Grassland,931.4565217,956.0869565,492.9130435,3155.108696,2885.934783,2263.333333,1312.652174,0.544137205,-0.53488618
92,613845.75,2331776.25,Grassland,855.3076923,895.2307692,501.5128205,2926.205128,2225.461538,1689.65,1064.051282,0.547637291,-0.531468907
93,605691.0625,2330487.5,Grassland,1054.368421,1023.157895,588.5789474,1968.263158,1648.842105,1283.428571,727.4736842,0.302350688,-0.315938561
94,630971.625,2325051,Grassland,855.8222222,891.9777778,481.3333333,2765.755556,2659.488889,2224.777778,1294.533333,0.527376036,-0.512278399
95,598681,2347064.75,Grassland,874.7391304,905.4565217,489.5434783,2950.173913,2598.456522,1870,1100.347826,0.542609664,-0.53031986
96,620262.0625,2332075.75,Grassland,699.7073171,771.9512195,417.195122,2670.536585,2611.878049,1875.736842,1059.219512,0.584773484,-0.551515495
97,613583.6875,2328247.75,Grassland,929.9310345,952.5517241,546.5517241,2807.862069,2622.103448,1946.538462,1197.034483,0.502417063,-0.493379305
98,611518.75,2339759.5,Grassland,999.8947368,1014.210526,609.1052632,2686.947368,2603.947368,2109.333333,1399.578947,0.457587438,-0.451949603
99,629982.25,2340299,Grassland,897.4347826,901.1956522,484.4782609,2919.304348,2534.521739,1913.352941,1305.630435,0.529737427,-0.528231565
100,598487.375,2345438,Grassland,881.5106383,932.787234,490.0638298,3029.851064,2830.914894,2235.652174,1334.021277,0.549256394,-0.529208995
101,610106.875,2330615.5,Grassland,977.9677419,960.516129,555.0322581,2725.677419,2692.741935,2264.846154,1461.193548,0.471889072,-0.478857463
102,609678.1875,2335446,Grassland,865.5135135,895.9189189,502.5405405,2778.540541,2514.945946,1932.588235,1222.945946,0.524972187,-0.512353352
103,597088.0625,2337414.75,Grassland,1008.527778,901.5277778,563,2430.777778,2528.333333,2279.444444,1654.5,0.413528248,-0.458916499
104,625458.3125,2325765,Grassland,817.3529412,874.2156863,468,2745.823529,2623.058824,1914.214286,1228.45098,0.541222307,-0.51701314
105,597611.875,2333122.25,Grassland,949.7894737,947.8157895,550.1842105,2485.710526,2420.868421,1950.375,1266.315789,0.447073513,-0.44790533
106,606662.25,2333532.75,Grassland,730.4285714,781.2142857,430.8571429,2756.928571,2651.785714,1828.333333,1205.428571,0.581099072,-0.558404328
107,606370.4375,2339902.75,Grassland,913.0857143,943.2,535.1714286,2770.628571,2405.742857,2101.571429,1154,0.504258125,-0.492060561
108,624575.875,2320836.25,Grassland,791.82,882.34,474.04,2581.36,2449.82,1704.764706,1041.36,0.530520162,-0.490521696
109,604155.0625,2340964.75,Grassland,985.0555556,993.6944444,586.2222222,2852.416667,2563.805556,2160.9375,1424.416667,0.486612281,-0.483273147
110,614589.0625,2326653.5,Grassland,924.3333333,944.547619,525.6190476,2919.714286,2756.619048,2195.142857,1225.119048,0.519083308,-0.511136852
111,610276.9375,2346284.75,Grassland,934.6363636,942,537.6363636,2766.272727,2628.151515,2082.666667,1236.151515,0.494915254,-0.491946753
112,622385.5,2324494.75,Grassland,875.1153846,920.5576923,506.4230769,2869.807692,2537.884615,1969.290323,1138.846154,0.53263906,-0.514264405
113,613107.8125,2343319.5,Grassland,999.2962963,923.2962963,576.4814815,2530.925926,2607.518519,2201,1517.666667,0.433862101,-0.465410019
114,604473.375,2332033.5,Grassland,1082.5,1037.7,664.1,2718.4,2767.9,2126,1476.4,0.430398064,-0.4474588
115,608689.5625,2345396,Grassland,853.5172414,882.4482759,518.862069,2671.413793,2681.62069,2100.5,1300.62069,0.515725424,-0.503386311
116,602701.5,2339711.75,Grassland,854.2619048,916.4761905,470.5952381,3210.571429,2770.404762,2261.526316,1176.261905,0.579681707,-0.555868371
117,617494.75,2333322.75,Grassland,858.5897436,878.7948718,472.5128205,2868.666667,2538.589744,2044.923077,1146.487179,0.539291291,-0.530991919
118,622140.1875,2335052.5,Grassland,917.7317073,929.1463415,486.0243902,3039.804878,2789.512195,2157.263158,1314.097561,0.536210626,-0.531792511
119,603870.1875,2344550.5,Grassland,1155,1132.545455,753.0909091,2525,2593.818182,2404.6,1682.090909,0.372282609,-0.38070738
120,618429,2328314.5,Grassland,863.7906977,938.0697674,492.3953488,2556.023256,2263.627907,1697.869565,899.2093023,0.49483176,-0.463053925
1,629350.4375,2322210.5,Barrenland,805.6666667,874.8333333,469.4285714,2319.880952,2261.714286,1927.388889,1131.595238,0.484463675,-0.452324524
2,611716.0625,2323722.75,Barrenland,985.225,982.775,555.65,2880.05,2789.975,2078.052632,1369.025,0.490217384,-0.491162556
3,632148.1875,2325335.25,Barrenland,923.1590909,923.5909091,501.9318182,2949.590909,2576.113636,2056.866667,1305.863636,0.523253972,-0.523084145
4,602386.5,2338661.25,Barrenland,784.225,857.25,442.575,3055.575,2668.675,2050.315789,1205.9,0.591528205,-0.561825535
5,630032.1875,2333429.5,Barrenland,931.4565217,956.0869565,492.9130435,3155.108696,2885.934783,2263.333333,1312.652174,0.544137205,-0.53488618
6,624949.625,2335242.75,Barrenland,918.4666667,914.6,500.4666667,2991.9,2418.466667,1895.176471,1229.6,0.530240131,-0.531754768
7,630004.3125,2332365.75,Barrenland,919.5744681,934.6382979,502.5744681,3015.12766,2610.765957,2035.263158,1193.702128,0.532582423,-0.526737377
8,613233.9375,2329599.75,Barrenland,863.2592593,889.6666667,518.8518519,2173.703704,2276.074074,1705.111111,1136.925926,0.431498329,-0.419158274
9,616188.5625,2337848.5,Barrenland,970.875,971.5,568.375,2644.875,2473,2715,1180.625,0.462974487,-0.462721648
10,629242.25,2340075,Barrenland,882.2857143,905.1190476,481.047619,2993.619048,2667.571429,2163.421053,1295.238095,0.544733027,-0.53568615
11,617173.375,2342943,Barrenland,882.5384615,911.4230769,522.0769231,2773.961538,2704.807692,2257.333333,1260.115385,0.517276925,-0.505385097
12,596076.8125,2342799.75,Barrenland,823.1219512,892.1707317,457.5853659,2882.682927,2553.95122,1959.166667,1088.804878,0.555766168,-0.52730844
13,610416.375,2333836.5,Barrenland,819.59375,871.625,467.5625,2932.125,2620.21875,2118.166667,1191.25,0.563083587,-0.541702267
14,605182.875,2350388.5,Barrenland,875.075,956.95,537.825,2384.95,1885.25,1393.222222,775.075,0.463148289,-0.427301834
15,632084.0625,2333678.5,Barrenland,962.8222222,954.3333333,509.2666667,2998.755556,2681.888889,2116.4,1292.2,0.513919819,-0.51717082
16,601005.0625,2337133.25,Barrenland,915.4761905,915.8571429,509.952381,2735.904762,2553.809524,2164.333333,1521.190476,0.498558927,-0.498402598
17,617629.25,2324479,Barrenland,803.826087,915.2826087,473.7608696,2897.391304,2326.434783,1598.7,902.1956522,0.565642327,-0.519873648
18,622333.25,2326594.75,Barrenland,783.2916667,868.25,467.4583333,2507.229167,2164.458333,1410.73913,822.8125,0.523910222,-0.48555452
19,623166.25,2332103.75,Barrenland,821.4871795,844.2564103,451.974359,2972.794872,2538.435897,1908,1103.589744,0.566986761,-0.557639472
20,615509.5625,2333737.5,Barrenland,837.3421053,897.3684211,489.8684211,2739.631579,2281.921053,1646.125,926.5263158,0.531815339,-0.506533725
21,624407.125,2326316,Barrenland,811.6923077,878,469.8269231,2908.326923,2474.673077,1700.826087,1031.019231,0.563608542,-0.536225995
22,633786.8125,2329439.75,Barrenland,875.195122,893.6341463,501.6341463,2638.439024,2361.146341,1845,1175.560976,0.501829112,-0.493988882
23,611936.9375,2333720,Barrenland,980.9411765,1027.911765,622.6176471,2819.676471,2724.323529,2215.736842,1480.088235,0.483799073,-0.46568515
24,630646,2336093.5,Barrenland,948.3684211,991.6052632,559.1842105,2635.789474,2560.131579,2249.5,1282.157895,0.470799865,-0.453268621
25,605011.625,2324972,Barrenland,764.0625,837.9375,435.09375,2897.875,2658.375,2063.307692,1272.4375,0.582700415,-0.551402807
26,619905,2332410.25,Barrenland,766.7560976,823.0731707,443.8780488,2652.829268,2477.707317,1771,1022.04878,0.551550252,-0.526411811
27,607158.75,2337798,Barrenland,920.4545455,940.8181818,538.1515152,2657.242424,2400.848485,1798.3125,1057.181818,0.48544857,-0.477041504
28,605983.875,2338509,Barrenland,943.16,906.44,561.88,2514.76,2362.6,2139.363636,1522.88,0.454492874,-0.470104057
29,599149.9375,2339792.75,Barrenland,845.4054054,886.8108108,469.9459459,2811.621622,2649.216216,2126.9375,1219.189189,0.537654275,-0.520439631
30,596725.9375,2337577.25,Barrenland,965.6904762,892.952381,529.5714286,2545.952381,2488.595238,2197.210526,1569.404762,0.450006441,-0.480676295
31,618779.1875,2339843.25,Barrenland,1223,1174.2,743.6,2822.8,2738.2,2299.5,1727.8,0.395422413,-0.412459345
32,606655.8125,2344860.25,Barrenland,829.1111111,896.2962963,488.4444444,2805.296296,2480.407407,1773.7,972.962963,0.54374344,-0.515723963
33,598028.75,2336939.5,Barrenland,1007.777778,962.8518519,565.4074074,2762.296296,2703.185185,2312,1721.740741,0.465380384,-0.483053122
34,610886.25,2338107.75,Barrenland,821.75,875.8333333,485,2681.708333,2315.583333,1760.846154,1121.25,0.530892095,-0.507618791
35,615666.8125,2331695.75,Barrenland,853.5405405,850.3243243,487.5135135,2639.594595,2565.324324,1887.75,1101.459459,0.511304025,-0.512696802
36,622430.0625,2338435.25,Barrenland,933.0681818,934.9318182,532.8181818,2804.568182,2482.590909,1980.333333,1276.181818,0.500717517,-0.499969612
37,612200.5625,2327277.5,Barrenland,869.6176471,937.7647059,504.6764706,2583.882353,2390.029412,1856.833333,1024.764706,0.496384742,-0.467428342
38,614381.0625,2336723.5,Barrenland,1030.565217,997.6086957,591.3913043,2412.304348,2334.869565,1726.857143,1081.826087,0.401333569,-0.41487734
39,634586.125,2329272.5,Barrenland,985.7906977,963.5116279,551.4651163,2608.511628,2327.976744,1803,1270.372093,0.45147035,-0.460523318
40,619118.5625,2340518.75,Barrenland,1045.8,1037.5,622.5,2857.6,2769,2397,1540.5,0.464159451,-0.467279402
41,610060.625,2341048.75,Barrenland,1066.26087,997.3913043,648.9130435,2295.869565,2331.478261,2059.444444,1376.347826,0.365723079,-0.394283451
42,615855.3125,2343833.25,Barrenland,886.4666667,916.3666667,511.5666667,2830.4,2685.433333,2142,1329.633333,0.523003246,-0.510849355
43,597273.8125,2340274.5,Barrenland,849.46875,885.59375,476.5,2811.125,2554.28125,1880.916667,1157.0625,0.535884718,-0.520875777
44,597163.4375,2345777.25,Barrenland,796.4090909,885.9545455,447.7954545,3026.863636,2790.704545,2010.5,1117.590909,0.583388815,-0.547152715
45,606683.9375,2325482.5,Barrenland,988,985.1428571,567.5714286,2833,2718.392857,2107.181818,1392.607143,0.482857891,-0.483967523
46,609452.875,2344626.25,Barrenland,788.0606061,854.5151515,463.8787879,2991.242424,2839.69697,2021.5625,1095.454545,0.582959821,-0.555606335
47,613075.0625,2323565.5,Barrenland,929.4761905,955.2380952,522.5714286,3010.214286,2811.214286,2189.666667,1240.238095,0.528147606,-0.518219863
48,606996.6875,2333552.25,Barrenland,759.5,804.9285714,447.5,2772.857143,2696.642857,2075.285714,1274.785714,0.569975532,-0.550040927
49,628200.9375,2324026,Barrenland,739.2083333,823.0625,429.2708333,2546.458333,2194.5,1580.631579,935.1458333,0.55004058,-0.511466146
50,596914.5625,2346304.75,Barrenland,816.0196078,890.8823529,461.1176471,2978.372549,2753.039216,2128.458333,1126.666667,0.569881249,-0.539507024
51,624600.125,2335200,Barrenland,998.4722222,963.6944444,523.3055556,3054.666667,2747,2011.555556,1350.138889,0.50730915,-0.520354484
52,610811.25,2330785.5,Barrenland,977.7096774,959.8709677,564.0967742,2765.548387,2577.645161,2319,1488.580645,0.47761567,-0.48469105
53,605949.0625,2334058.5,Barrenland,871.125,910.125,535.375,2950.125,2696.125,2031.5,1148.75,0.544062807,-0.528463182
54,631344.3125,2328294.75,Barrenland,781.4347826,827.2608696,461.9347826,2408.608696,1973.086957,1381.772727,844.2608696,0.510078914,-0.488693315
55,608041.75,2343882.75,Barrenland,930.1875,935.78125,557.375,2747.28125,2715.1875,2270.153846,1562.6875,0.494115348,-0.49184612
56,618689.9375,2333586.5,Barrenland,914.3658537,931.5121951,535.8780488,2383.804878,1976.219512,1619.277778,943.097561,0.445531522,-0.438055441
57,622518.3125,2321273.75,Barrenland,918.4150943,951.9245283,535.4716981,2976.018868,2603.90566,2052,1211.433962,0.528344759,-0.515306392
58,630870.625,2333381.25,Barrenland,941.3255814,916.5581395,501.9767442,2878.372093,2645.651163,2184.526316,1308.348837,0.507120374,-0.516956527
59,610370.75,2346480.25,Barrenland,941.9722222,949.5555556,526.2777778,2594.277778,2447.888889,2093.571429,1242.527778,0.467247948,-0.464108232
60,623261.1875,2341618.5,Barrenland,905.2,957.6,518.8857143,2717.028571,2675,2192.894737,1288.657143,0.500197195,-0.478804466
61,605265.9375,2330455,Barrenland,1039.153846,1018.307692,582.7692308,2213,1896.615385,1437.8,874.8461538,0.360944226,-0.369724094
62,628873.75,2340204.5,Barrenland,967.6363636,948.3409091,530,2746,2680.681818,2021.714286,1326.772727,0.478873929,-0.486598052
63,613959.0625,2336941.5,Barrenland,1255.4,1142.633333,709.2,2255.566667,2079.833333,1772.875,1105.4,0.284869314,-0.327506719
64,601684.5,2344818.25,Barrenland,988.9333333,984.5333333,575.3333333,2625.333333,2510,2533.625,1727.6,0.452761279,-0.454532023
65,608376.5625,2328310,Barrenland,896.0909091,903.5909091,516.4090909,2626.318182,2566.636364,2125.545455,1368.772727,0.491205657,-0.488037292
66,626429.5,2324837,Barrenland,827.6734694,884.4897959,459.4081633,2926.673469,2509.591837,1917.518519,1025.020408,0.559085251,-0.535842611
67,614720.375,2333350.5,Barrenland,875.0263158,934.7105263,517.2894737,2463.210526,1992.921053,1537.894737,876.0526316,0.475755402,-0.449833877
68,620152,2324577.5,Barrenland,949.36,982.32,544.12,3035.04,2746.12,2058.222222,1303.36,0.5234615,-0.510962423
69,607317.25,2335957.75,Barrenland,741.5416667,768.625,444.75,2710.416667,2458.125,1693.444444,1123.625,0.570364648,-0.558139813
70,600819.875,2342786,Barrenland,873.5,912.25,477.15,2627.15,2253.7,1779.5,928.95,0.500949824,-0.48451715
71,621882.375,2339436.5,Barrenland,1153.846154,1091.974359,651.9487179,2864.435897,2762.512821,2306.105263,1578.051282,0.425701761,-0.447997408
72,613724.125,2326688,Barrenland,1022.820513,1011.205128,589.0512821,2824.358974,2804.205128,2318.8,1515.410256,0.468275127,-0.47272156
73,613458.4375,2338590.25,Barrenland,735.875,800.125,448.5,2670.875,2465.25,1948.25,1098.875,0.56799002,-0.538965716
74,599709.5625,2339876.5,Barrenland,897.5405405,927.1621622,495.1621622,2934.540541,2739.702703,2193.058824,1302.567568,0.531564953,-0.519816913
75,613696.5625,2332393.25,Barrenland,852.5588235,902.7058824,515.8235294,3055.558824,2674.852941,2011.444444,1094.205882,0.563698486,-0.543888067
76,616257.3125,2326681.25,Barrenland,839.4545455,904.4090909,480.7954545,2825.318182,2307,1744.277778,972.7272727,0.54187907,-0.51502669
77,613366.3125,2330114,Barrenland,912.8666667,946.4333333,586.3,2362.833333,2453.2,1809.5,1220.033333,0.442643303,-0.428010234
78,617129.9375,2338953,Barrenland,1306.6,1219.8,773.4,2895.2,2745.2,2413,1579,0.378076063,-0.407144593
79,629764.8125,2328721,Barrenland,819.8333333,875.4583333,469.5416667,2736.625,1989.645833,1488.45,755.2708333,0.538960811,-0.515261276
80,609365.25,2345975.75,Barrenland,866.3030303,881.2121212,502.3030303,2848.424242,2706.121212,2056.333333,1256.515152,0.533584586,-0.527454135
81,615890.3125,2337909,Barrenland,943.1111111,975.8888889,610.4444444,2627,2443.333333,2088,1123.666667,0.47166288,-0.458274224
82,614845.75,2323648.75,Barrenland,856.1818182,929.9545455,511.3863636,2906.068182,2509.636364,1938.541667,1088.181818,0.544856499,-0.515146488
83,611214.5625,2341141.75,Barrenland,892.6086957,883.173913,544.2608696,2357.608696,2408.304348,1880.25,1187.043478,0.450739081,-0.454962569
84,609495.8125,2329202.75,Barrenland,1008.037037,1000.481481,555.3703704,2957.555556,2606.592593,2154.272727,1196.666667,0.491608372,-0.494455725
85,603897.8125,2335467.75,Barrenland,885,889.2142857,538.5714286,2587.285714,2557.142857,1800,1267.928571,0.490249321,-0.48844281
86,612526.8125,2328928,Barrenland,998.0571429,961.5428571,585.1714286,2558.028571,2573.714286,2246.727273,1508.457143,0.438676554,-0.453602305
87,607653.375,2339975.75,Barrenland,997.90625,950.75,590.71875,2347.65625,2511.1875,2190.909091,1439.21875,0.403444862,-0.42350946
88,603228.6875,2338813.25,Barrenland,840.3,877.5,485.875,2881.925,2735.875,2313.357143,1265.475,0.548495859,-0.533173291
89,629377,2325506,Barrenland,805.3191489,864.6595745,461.7234043,2627.234043,2320.638298,1702.173913,1021.361702,0.530775429,-0.504761789
90,605469.625,2323091.25,Barrenland,854.8947368,885.3947368,494.5,3009.263158,2796.552632,2218.8,1379.815789,0.557525981,-0.545328622
91,613983,2342937.25,Barrenland,853.5454545,897.7272727,513.1818182,2885.636364,2679.636364,1961.3,1053.090909,0.543458705,-0.525434318
92,605236.75,2344384.75,Barrenland,1141.888889,1110,696.6666667,2705.777778,2628.444444,2484,1459.333333,0.40645124,-0.418205113
93,596302.375,2335244,Barrenland,833.6923077,841.5128205,485.4871795,2241.435897,2326.794872,1840.5,1265.435897,0.457783707,-0.454085749
94,631344.4375,2332232.25,Barrenland,915.4565217,938.5869565,507.3695652,2683,2454.608696,1963.272727,1145.73913,0.491194896,-0.481670899
95,635077.0625,2331220,Barrenland,1003.906977,1024.069767,565.1627907,2056.093023,1780.093023,1264.277778,853.3953488,0.343851649,-0.335054777
96,622025.0625,2334993.75,Barrenland,917.7317073,929.1463415,486.0243902,3039.804878,2789.512195,2157.263158,1314.097561,0.536210626,-0.531792511
