STT,X,Y,Label,Band 1,Band 2,Band 3,Band 4,Band 5,Band 6,Band 7,NDVI,NDWI
97,623913.625,2324653.25,Barrenland,885.6538462,881.0384615,509.2884615,2756.173077,2555.25,2123.3125,1478.403846,0.513621122,-0.515541809
98,625131.375,2331983,Barrenland,919.0714286,929.7142857,495.2619048,2876.285714,2776.928571,2352.6875,1263.666667,0.515686459,-0.511448089
99,607328.125,2340500.25,Barrenland,993.9615385,958.6538462,603.4615385,2293.653846,2412.461538,2106.75,1566.461538,0.395329792,-0.410477767
100,620279.625,2343128.75,Barrenland,963.1176471,961.4705882,552.6176471,2272.764706,2283.764706,1732.823529,1156.352941,0.404726413,-0.405441781
101,619952.625,2334761.75,Barrenland,859.0277778,937.4722222,520.3333333,2142.833333,1802.972222,1197.333333,635.0277778,0.427669871,-0.391312189
102,596407.5625,2335735.75,Barrenland,812.3421053,819.8947368,465.7894737,2406.631579,2445.210526,1897.52,1230.236842,0.495278816,-0.491778677
103,616604.75,2324148,Barrenland,870.9772727,921.5227273,500.3181818,3071.886364,2735.590909,1792.941176,1101.727273,0.558200662,-0.538478174
104,617211.9375,2332342.75,Barrenland,846.3111111,875.8888889,478.2666667,2693.888889,2467.644444,1880.166667,1125.422222,0.521885141,-0.509275398
105,605118.0625,2350256.75,Barrenland,860.7647059,959.8823529,548.0882353,2364.470588,1736.5,1182.5,677.3235294,0.466231374,-0.422514775
106,625583.25,2333372.5,Barrenland,957.7804878,939.2195122,525.6829268,2869.804878,2774.317073,2228.65,1479.756098,0.499538014,-0.506845105
107,623758.625,2320604.75,Barrenland,766.6037736,824.9245283,468.0943396,2511.716981,2282.113208,1681.380952,1014.018868,0.532319238,-0.505536015
108,619446.5,2322036.75,Barrenland,971,988.6444444,548.3555556,3074.6,2784.911111,2226.454545,1241.133333,0.519972316,-0.513371909
109,604864.5625,2332901.5,Barrenland,1012.1,1013.3,623.5,2905.9,2851,2236.25,1382.9,0.483358857,-0.482904674
110,617523.9375,2328695.5,Barrenland,863.0731707,891.9268293,489.3902439,2726.121951,2434.804878,1786.4,1079.170732,0.519071468,-0.506956991
111,604237.75,2341986,Barrenland,901.5238095,948.6190476,520.2857143,2787.952381,2305.666667,1762,1029.380952,0.511299836,-0.492251618
112,595474.5,2341332.75,Barrenland,870.1904762,900.6666667,484.2380952,2843.452381,2435.428571,2149.6875,1529.380952,0.531354786,-0.518889942
113,604270.5625,2330873.25,Barrenland,979.3636364,1003.454545,595.6363636,2784.272727,2470.181818,1687.333333,1299.727273,0.479565217,-0.470154806
114,620185.75,2325927.25,Barrenland,836.8085106,885.1489362,491.1489362,2903.06383,2678.553191,1971.521739,1182.297872,0.552493543,-0.532682565
115,620580.125,2322401.5,Barrenland,934.8490566,946.4150943,535.4339623,3021.849057,2695.981132,2140.115385,1289,0.527460003,-0.523008016
116,620300.6875,2327418,Barrenland,763.6590909,855.0227273,461.5909091,2724.954545,2468.727273,1743.0625,931.1818182,0.562199102,-0.522330639
117,619008.75,2330315,Barrenland,859.1666667,897.2142857,480.4047619,2941.880952,2602.52381,1882.4,1099.357143,0.547931648,-0.532590764
118,625367.8125,2327623.5,Barrenland,793.9423077,866.25,456.5961538,2734.519231,2435.384615,1780.818182,1047.057692,0.549978199,-0.518852809
119,606782.625,2336261.25,Barrenland,794.2916667,826.875,468.125,2845.958333,2565.833333,1801.6,1135.833333,0.563605979,-0.549734537
120,619260.1875,2342936.5,Barrenland,850.71875,902.1875,500.46875,2948.21875,2726.78125,2170.263158,1285.78125,0.552128062,-0.531380617
1,605429.125,2345852.5,Scrub,1114.727273,1155.090909,800.5454545,3056.545455,2719.454545,1910,1335,0.465521751,-0.451476429
2,623448.625,2330863.5,Scrub,856.5,887.7380952,470.4047619,2814.642857,2703.785714,2046,1189.547619,0.533387812,-0.520450161
3,611874.8125,2335332,Scrub,939.2926829,923.4634146,537.6341463,2692.439024,2408.878049,1780.65,1091.073171,0.482730136,-0.489221056
4,619465.5,2329832.75,Scrub,837.9534884,880.2790698,478.2790698,2855.44186,2609.093023,1926.444444,1110.44186,0.546242192,-0.528723325
5,613691.8125,2329732,Scrub,890.4642857,916.6785714,543.5,2617.321429,2542.214286,2031.454545,1307.357143,0.492292655,-0.481223219
6,631411.5,2322586.5,Scrub,978.6976744,976.5581395,554,2628.953488,2198.72093,1880.3,1229.627907,0.457432202,-0.458297052
7,623471.4375,2337388.25,Scrub,836.7857143,875.2142857,463.5,2659.142857,2593.047619,1968.294118,1116.52381,0.521279856,-0.504739193
8,633176.9375,2331234.5,Scrub,918.097561,908.8536585,508.902439,2668.121951,2395.390244,1848.444444,1208.02439,0.487985854,-0.491831224
9,609453.5,2330974.25,Scrub,960.0357143,949.75,550.4285714,2689.071429,2753.75,2216.307692,1501.5,0.473824321,-0.477990323
10,622005,2340653.5,Scrub,967.075,1000,567.35,3021.225,2871.875,2172.235294,1410.025,0.515044004,-0.502639121
11,631246.5,2324013.5,Scrub,956.6086957,963.7608696,549.2173913,2819.565217,2589.23913,2257.772727,1497.565217,0.493345001,-0.490521913
12,611686.6875,2323468.75,Scrub,985.225,982.775,555.65,2880.05,2789.975,2078.052632,1369.025,0.490217384,-0.491162556
13,624774.25,2328236.25,Scrub,846.1153846,898.3461538,477.2692308,3025.576923,2521.346154,1861.526316,1012.730769,0.562922197,-0.542118367
14,619983.1875,2343658.75,Scrub,947.4411765,993.6176471,546.0882353,2280.852941,1972.235294,1574,967.9411765,0.413039121,-0.393112492
15,612776.4375,2337562.75,Scrub,1053.315789,1065,624.7368421,2319.157895,2121.315789,1793.6,1225.368421,0.375345288,-0.370596743
16,613321.1875,2327916.75,Scrub,1120.212121,1041.545455,636.969697,2612.939394,2629.030303,2229.833333,1532,0.399857136,-0.429990547
17,601579.0625,2333911.25,Scrub,938.5714286,980.2142857,554.6428571,2871.642857,2721.928571,2246,1617,0.507339295,-0.491043282
18,620377.75,2330305.5,Scrub,809.8139535,843.2093023,473.4651163,2796.418605,2610.232558,2104.176471,1266.232558,0.550880904,-0.53665082
19,605914.5625,2332757,Scrub,855.7,917.4,499.1,3137.5,2963.8,2435.5,1239.6,0.571421416,-0.547510419
20,609702.75,2333966,Scrub,843.2058824,877.7941176,475.6176471,2983.5,2816.676471,2189.470588,1239.470588,0.559304578,-0.545336827
21,622646.4375,2329307.5,Scrub,868.6818182,890.6818182,477.8181818,3014.295455,2679.386364,1886.875,1148.272727,0.552569198,-0.543822278
22,598954.625,2344947.75,Scrub,971.6341463,957.2439024,551.7073171,2863.97561,2680.829268,2113.5,1479.878049,0.493361312,-0.498985128
23,634068.5625,2331759.25,Scrub,936.5609756,962.9756098,532.5121951,2596,2223.560976,1671.105263,1133.146341,0.469755239,-0.45884675
24,630096.4375,2336755.25,Scrub,903.075,904.825,487.125,2828.825,2677.65,2114.5,1222.2,0.516024009,-0.515313433
25,615773.4375,2323071,Scrub,924.0652174,926.6086957,547.6956522,2789.782609,2640.391304,2130.481481,1454.695652,0.502367754,-0.501339542
26,632781.5625,2328037.75,Scrub,867.8888889,883.2888889,503.6888889,2635.111111,2567.688889,2044,1311.466667,0.504488216,-0.497903087
27,610861.6875,2323393,Scrub,981.8,967.975,561.5,2776.775,2718.9,2051.380952,1356.15,0.477567961,-0.483022899
28,618182.5,2340847.5,Scrub,962,998,581.3333333,2855.166667,2834.166667,2491.5,1434,0.495961228,-0.481984515
29,605803.4375,2323633.25,Scrub,803.7941176,853.7352941,457.5882353,3000.088235,2886.705882,2082.384615,1258.264706,0.577382241,-0.556941159
30,633690.5,2336992.5,Scrub,1021.439024,1031.390244,550.8292683,2167.439024,1802.560976,1416.826087,886.5853659,0.359374044,-0.355145175
31,627089.8125,2338359.25,Scrub,751.5833333,803.5833333,431.7777778,2840.972222,2783.444444,2116,1215.333333,0.58158847,-0.559022591
32,615803.25,2323059.25,Scrub,924.0652174,926.6086957,547.6956522,2789.782609,2640.391304,2130.481481,1454.695652,0.502367754,-0.501339542
33,598844.25,2343037.25,Scrub,1007.21875,971.15625,556.9375,2711.96875,2585.9375,2244.3,1439.15625,0.458366243,-0.472645512
34,611467,2332573,Scrub,1025.647059,1021.117647,628.8823529,2653,2579.852941,2064.714286,1435.411765,0.442378112,-0.44415626
35,616005,2325064.25,Scrub,877.372093,920.8604651,503.8604651,3099.651163,2821.372093,1986.555556,1137.534884,0.558779501,-0.541918765
36,597384.25,2333928,Scrub,958.0857143,964,569.0857143,2374.857143,2444.342857,2020.789474,1363.228571,0.425081224,-0.422556906
37,617230.75,2340255.25,Scrub,1134.333333,1143.833333,720.6666667,2689.666667,2731.333333,2895,1674.5,0.406729428,-0.403243337
38,633949.9375,2332112.5,Scrub,933.8181818,967.8409091,539.5454545,2587.613636,2199.954545,1736,1064.727273,0.469637221,-0.455574022
39,606465.25,2322752.5,Scrub,986.4473684,984.7894737,561.8421053,3029.263158,2973.552632,2393.166667,1494.526316,0.508705938,-0.509329068
40,621560.8125,2334602.75,Scrub,865.35,908.1,491.125,2317.825,2163.375,1658,987.525,0.456297565,-0.43699869
41,621301.125,2337043,Scrub,909.4,938.8285714,508.2,2945.085714,2641.342857,2015.666667,1243,0.528134196,-0.516555463
42,629186.3125,2322976,Scrub,751.0444444,824.6888889,429.2,2572.2,2172.622222,1613.409091,990.5555556,0.548005296,-0.51444459
43,630998,2334632.25,Scrub,944.7,929.35,514.25,2877.725,2631.05,2186.2,1368.975,0.505706456,-0.511777414
44,608892.1875,2336360.75,Scrub,970.75,953.5555556,546.2777778,2501.388889,2184.083333,1643.666667,960.75,0.44083458,-0.448005274
45,600426,2337186.75,Scrub,870.2857143,889.7142857,496.2380952,2811.619048,2612.047619,2161.1,1440.666667,0.527263321,-0.519246604
46,608423.0625,2327982,Scrub,809.75,868.7,451.5,2818.5,2397,1847.25,1094.7,0.553641563,-0.528802343
47,604343.5,2340239,Scrub,1000.361111,977.25,592.5,2732.472222,2545.111111,2161.928571,1392.722222,0.464020479,-0.473141146
48,609474.875,2323607.75,Scrub,930.5897436,936.3589744,526.6666667,2895.589744,2673.666667,2061.578947,1297.948718,0.513567125,-0.511288358
49,598217.5,2333259.5,Scrub,875.2058824,902.1764706,506.4705882,2536.176471,2430.235294,2035.764706,1202.882353,0.486890772,-0.475227537
50,629821.375,2325534,Scrub,828.2444444,882.9333333,463.9555556,2696.4,2405.355556,1812.571429,1090.666667,0.530026669,-0.506649283
51,605330.5,2340089.25,Scrub,995.4871795,998.0769231,590.2051282,2744.076923,2518.692308,2116.8125,1262.205128,0.467591862,-0.466576221
52,629589.375,2339999.25,Scrub,882.2857143,905.1190476,481.047619,2993.619048,2667.571429,2163.421053,1295.238095,0.544733027,-0.53568615
53,628097.9375,2328674.75,Scrub,828.2115385,881.8846154,475.6346154,2871.634615,2706.442308,2028.666667,1196,0.552299472,-0.530102519
54,631722.0625,2336449.75,Scrub,868.0487805,905.2439024,467.097561,2992.902439,2591.219512,1898.473684,1148.512195,0.550344601,-0.535551607
55,618291.5625,2330524.75,Scrub,866.4615385,868.6153846,481.4615385,2783.820513,2597.487179,2007.384615,1195.769231,0.525263239,-0.52436379
56,618883.3125,2330117.75,Scrub,859.1666667,897.2142857,480.4047619,2941.880952,2602.52381,1882.4,1099.357143,0.547931648,-0.532590764
57,597092.9375,2343481.75,Scrub,853.8292683,905.6585366,462.6341463,3037.95122,2655,2004.565217,1205.268293,0.561214066,-0.540695661
58,609102.1875,2324096.5,Scrub,883.2926829,906.195122,505.2926829,2933.853659,2765.536585,2057.058824,1235.219512,0.53719737,-0.52802937
59,579960.1,2275509,Scrub,383.5428571,520.4285714,209.2571429,2373.257143,2192.828571,1168.692308,592.4285714,0.721747782,-0.640300556
60,572625.7,2287683,Scrub,720.0714286,806,449.9642857,2020.178571,2136.25,1451.777778,940.4285714,0.474448369,-0.42961849
61,559708.3,2336515,Scrub,795.6666667,792.3076923,442.8717949,2302,2348.512821,1942.894737,1230.564103,0.486279996,-0.487893402
62,571321,2289957,Scrub,387.125,552.625,260.5416667,2351,1848.958333,1265.222222,539.875,0.717233508,-0.619355116
63,575165.3,2279072,Scrub,434.4117647,611.5882353,291.0882353,2971.382353,2751.735294,1401.461538,649.3235294,0.7448984,-0.658613868
64,563777.6,2337173,Scrub,706.3055556,736.9166667,412.3888889,2770.805556,2583.361111,2028.5,1263.527778,0.593740014,-0.5798318
65,583042.2,2283475,Scrub,745.24,798.06,429.92,2614.24,2342.66,1851.5,981.78,0.5563361,-0.532245113
66,521049.3,2346591,Scrub,580.4285714,686.2380952,369.0714286,2964.238095,2866.071429,2038,959.452381,0.672505978,-0.624028176
67,552093.3,2336687,Scrub,835,841.75,479.825,2673.15,2603.8,2171.833333,1580.9,0.523965623,-0.521039005
68,539282.5,2335513,Scrub,675.7142857,743.0571429,410,2980.4,2898.885714,2167,1272.657143,0.63036479,-0.600877832
69,579262.1,2276138,Scrub,318.4242424,465.4242424,167.4242424,2671.212121,2485.515152,1558.842105,616.3636364,0.786981289,-0.703233535
70,595978.9,2330119,Scrub,860.25,866.5416667,519.25,2183.166667,2287.791667,1793.166667,1300.75,0.434681416,-0.431721613
71,565524.6,2337769,Scrub,677.8285714,751,403.4857143,3137.714286,2802.771429,1938.333333,1181.542857,0.644701372,-0.613754087
72,512098.6,2334869,Scrub,610.9464286,680.6785714,326.9642857,3030,2935.214286,1948.5,946.8214286,0.664402407,-0.633124477
73,490624.9,2380350,Scrub,589,733.4736842,423.3684211,3173.105263,2838.421053,1644.666667,941.1578947,0.686877448,-0.624493095
74,551981,2332556,Scrub,778.175,825.45,443.85,2776.9,2628.875,1854.538462,1130.675,0.562217393,-0.541715824
75,560623,2332377,Scrub,774.6458333,823.2708333,446.2708333,2798.770833,2498.583333,1922.952381,1053.333333,0.566439682,-0.545410622
76,511987.2,2343609,Scrub,541.42,672.52,328.16,3095.84,2988.6,2118.052632,1091.9,0.702292385,-0.643070195
77,571435.9,2288823,Scrub,579.6086957,674.0434783,368,2106.521739,1865.782609,1216.307692,610,0.568443373,-0.515175207
78,546386.5,2334606,Scrub,660,726.3142857,389.3142857,2887,2766.657143,2116.25,1246.485714,0.627854525,-0.597978903
79,592767.9,2341884,Scrub,856.547619,874.3095238,492.4285714,2728.619048,2584,2059.25,1395.047619,0.522171381,-0.514667301
80,550816.6,2334535,Scrub,817.6842105,808.8947368,473.1052632,2517.789474,2444.631579,2253.411765,1514.921053,0.509704295,-0.513693104
81,518557.7,2344411,Scrub,567,647.0769231,336.2820513,3103.846154,2986.871795,1858.8,823.5641026,0.691079399,-0.654977236
82,577453.1,2327712,Scrub,1066.16129,1041.709677,646.3225806,2375.419355,2350,2170.636364,1715.451613,0.380423474,-0.390301234
83,580120.6,2278596,Scrub,631.4,729.8,407.1333333,2205.7,1892.133333,1287.545455,743.8,0.554897607,-0.502776358
84,538334.9,2335082,Scrub,660.6571429,717.3142857,408.6285714,2888.914286,2813.485714,2106.076923,1136.8,0.627753854,-0.602180355
85,602276.5,2338799,Scrub,858.225,873.3,484.85,2940.4,2776.1,2354.875,1398.25,0.548139129,-0.542019561
86,582452.3,2275030,Scrub,347.3125,500.59375,190.34375,2691.8125,2296.5625,1566.894737,612,0.771439148,-0.686384682
87,581673.9,2276853,Scrub,536.1714286,635.6285714,324.4857143,2016.314286,1930.542857,1266.6875,560.8285714,0.579882915,-0.520631774
88,588044.3,2337607,Scrub,949.1,945.55,567.925,2730.3,2635.2,2048.35,1360.65,0.484100669,-0.485533958
89,581196.3,2278164,Scrub,727.4482759,758.5517241,415.137931,2268.724138,1961.689655,1342.285714,742.3793103,0.514414943,-0.498855236
90,571937.4,2282696,Scrub,705.6862745,820.9019608,426.1176471,2349.803922,2087.098039,1639.105263,779.1568627,0.538086376,-0.482196084
91,576879.6,2279609,Scrub,353.5588235,512.0882353,228.7647059,2782.764706,2514.147059,1413.6875,598.6470588,0.774539316,-0.68915867
92,505459.6,2341777,Scrub,494.8928571,633.3392857,275.1071429,3272,3202.357143,2165.6,966.75,0.73724081,-0.675654667
93,571711.8,2283341,Scrub,495.2,630.34,292.74,2315.7,1878.5,1308.633333,604.96,0.647657334,-0.572076414
94,539164.1,2337020,Scrub,526.1428571,672.3142857,350.1142857,2550.371429,2708.857143,1906.4375,1009.771429,0.657961701,-0.582761494
95,549204.4,2335514,Scrub,678.0571429,738.6,382.4571429,2849.342857,2709.257143,2020.75,1168.114286,0.615548482,-0.588287757
96,571828.8,2289445,Scrub,448.7916667,628.125,300.8333333,2621.125,1820.708333,1040.857143,577.8333333,0.707619642,-0.613372317
97,522875.8,2316216,Scrub,368.3888889,522.8888889,271.8888889,3336.166667,2763.222222,1578.555556,652,0.801115743,-0.729006809
98,581908.2,2275747,Scrub,382.8857143,521.1714286,218.9142857,2611.371429,2420.028571,1399.117647,673.2,0.744253285,-0.667253441
99,518145.7,2346722,Scrub,542.3043478,664.8913043,343.1304348,3075,2747.586957,2133.055556,1145.934783,0.700161062,-0.644432819
100,573984.9,2282312,Scrub,659.7346939,748.6938776,366.9183673,2211.571429,2186.673469,1480.956522,614.0408163,0.540463701,-0.494171096
101,570994.4,2289606,Scrub,434.85,609,332.95,2709.2,2304.55,1330.5,672,0.723382262,-0.632933518
102,525730.8,2365918,Scrub,857.6,815.1666667,434.7666667,1905.533333,1872.7,1396.454545,893.0333333,0.379255435,-0.400766959
103,519640.5,2347136,Scrub,748.55,765.9,455.05,2697.125,2728.875,2040.5625,1204.325,0.565513288,-0.557669956
104,525301.9,2354589,Scrub,601.2619048,690.3809524,383.5714286,2759.52381,2525.285714,1870.636364,1048.809524,0.642189681,-0.59976811
105,539816.2,2335036,Scrub,670.1764706,741.9705882,416.5588235,2901.058824,2900.852941,2244.5,1217.558824,0.624680865,-0.592662861
106,558411.5,2310287,Scrub,596.3809524,674.7619048,357.7380952,2693.142857,2526.47619,1812.363636,1150.761905,0.637405906,-0.599298702
107,517599.8,2345427,Scrub,680.45,761.675,425.425,2959,2826.525,2065.705882,1331.575,0.626069873,-0.590571603
108,502881.2,2362074,Scrub,584.4571429,695.4285714,365.3714286,2942.457143,2790.314286,2030.823529,1142.4,0.668573095,-0.617674316
109,570996.5,2290613,Scrub,464.6666667,566.3333333,283.1666667,2062.5,1726,1054.2,528.5555556,0.632262745,-0.569137133
110,569305.4,2328426,Scrub,986.6216216,899.027027,584.2162162,2472.972973,2564.297297,2305.153846,1865.405405,0.429631655,-0.46676926
111,579838.5,2276562,Scrub,348.2222222,496.5,182.3055556,2569.416667,2250.166667,1405.764706,599.4166667,0.761298615,-0.676116442
112,542640.8,2335390,Scrub,673.1176471,751.9411765,392.4411765,2959.735294,2900.205882,2244.8,1171.617647,0.629427528,-0.594823966
113,574110.2,2279439,Scrub,635.516129,764.4193548,420.8387097,2180.677419,2322.387097,1583.777778,639.4516129,0.548670134,-0.480886766
114,582317.3,2276235,Scrub,398.1428571,534.6571429,227.7714286,2608.514286,2390.085714,1445.117647,659.8285714,0.735159123,-0.659797657
115,594611.7,2337366,Scrub,841.625,872.275,481.375,2793.875,2503.05,1991.6,1204.325,0.536996287,-0.524146584
116,520311.8,2346355,Scrub,622.2857143,696.6428571,378.8333333,2971.333333,2917.02381,2051.913043,1029.47619,0.653671852,-0.620148648
117,570170,2290515,Scrub,356.3333333,513.25,228.9583333,2758,2450.708333,1627.555556,602.7916667,0.771165579,-0.686205579
118,577239.3,2279439,Scrub,359.7352941,519.1176471,237.3823529,2720.441176,2439.705882,1380,608.8823529,0.766419036,-0.679513369
119,544747.5,2333051,Scrub,623.6206897,720.6551724,370.6206897,3083.137931,3038.275862,2092,1138.62069,0.663522364,-0.62108603
120,588917.3,2353188,Scrub,857.4722222,860.5555556,488.9444444,2935.666667,2888.305556,2253.210526,1450.305556,0.547882507,-0.5466253
1,517928.6,2330851,Forrest,355.6829268,535.3902439,214.2439024,3608.560976,3506.829268,2255.533333,904.8780488,0.820554469,-0.741603983
2,495625,2335528,Forrest,410,530.5,273.7916667,2732.25,2785.75,1744.636364,766.8333333,0.739040496,-0.67481419
3,545851.8,2320754,Forrest,456.5277778,579.0833333,276.1666667,2803.055556,2718.083333,1763.761905,841.1111111,0.719885807,-0.657563836
4,493268.7,2362693,Forrest,314.4,470.6,287.2,2857.533333,2692.333333,1692.8,703.6666667,0.801761281,-0.71719883
5,491348.9,2350041,Forrest,368.92,544.4,300.12,3162.2,3034.28,1993.928571,785.68,0.791046467,-0.70625371
6,509679.2,2347766,Forrest,325.7777778,504.4722222,177.5833333,3366.305556,3178.25,1810.071429,842.1944444,0.823526314,-0.739343227
7,516665.8,2338657,Forrest,366.75,517.6458333,221.25,3118.645833,2901.916667,1491.928571,700.2083333,0.789550446,-0.715289157
8,547659.9,2328415,Forrest,549.8611111,684.5555556,337.0555556,2351.361111,2345.555556,1702.333333,828.9444444,0.620945196,-0.549028758
9,519372,2318966,Forrest,298.84,466.64,212.56,3293.24,3049.12,1820.866667,761.8,0.833611724,-0.751779312
10,494416.5,2392116,Forrest,529.8387097,653.1290323,361.9032258,2905.903226,2668.677419,1502.058824,711.3225806,0.691572464,-0.632973806
11,615110,2337806,Forrest,903.2142857,943.0714286,531.7857143,2721.071429,2467.714286,2042.833333,1126.428571,0.501576665,-0.485243089
12,491773.8,2384561,Forrest,400.2608696,543.6956522,296.9130435,2637.608696,2371.521739,1445.666667,632.6086957,0.73648581,-0.658193249
13,492071.7,2362653,Forrest,362.6470588,522.8823529,321,3207.588235,2917.470588,2234.5,711.5294118,0.796849771,-0.719669494
14,525345.9,2387014,Forrest,481.4516129,620.8387097,344.2258065,2543.903226,2179.516129,1428,626.0645161,0.681722219,-0.607652869
15,508688.6,2374540,Forrest,816.6315789,817.5263158,448.2368421,2272.263158,1903.868421,1368.045455,757.2105263,0.471246741,-0.4708207
16,555479.8,2320363,Forrest,832.7209302,843.3023256,458.8837209,2666.651163,2641.627907,2168.047619,1361.976744,0.524074086,-0.519479487
17,524844.9,2334324,Forrest,603.2352941,694.7058824,337.4117647,2904.705882,2791.235294,2035.909091,1125.911765,0.656074453,-0.613989214
18,488809.3,2353365,Forrest,520.0555556,681.1111111,390.8888889,3218.444444,3201.222222,2099,1007.388889,0.721783841,-0.650672441
19,519038.1,2341261,Forrest,403.4,522.325,246.675,2896.025,2726.075,1695.833333,698.85,0.755472544,-0.694399345
20,539678.9,2368247,Forrest,638.3333333,721.1111111,377.7037037,2773.962963,2447.037037,1973.333333,1043.777778,0.625862892,-0.587355749
21,540204.5,2325168,Forrest,281.4166667,424.7916667,152.7916667,2954.291667,2796,1797.3,704.1666667,0.826055603,-0.748575797
22,496545.9,2365812,Forrest,400,564.7142857,307.4761905,3232.714286,3137.952381,2242.6,791.6666667,0.779778992,-0.702580694
23,523087.5,2390877,Forrest,549.8648649,676.7027027,373.5945946,2950.864865,2877.72973,1909.166667,847.1351351,0.685857003,-0.626911042
24,508260.2,2386328,Forrest,445.2058824,578.1176471,298.8529412,3014.176471,2767.264706,1632.222222,695.2352941,0.742609612,-0.678134569
25,498184.9,2373826,Forrest,456,620.125,352.625,3006.458333,2719.375,1858.272727,823.9166667,0.736603329,-0.658011443
26,531197.9,2320171,Forrest,368.5238095,532.2857143,247.452381,3279.5,2815.071429,1487.55,638.4285714,0.797959756,-0.720715825
27,519004.3,2331132,Forrest,259.969697,441.8484848,158.6969697,3298.636364,3209.484848,1914.8,712.3333333,0.853892399,-0.763748015
28,583741,2352091,Forrest,569.1621622,664.5675676,374.7837838,2779.702703,2363.513514,1499.842105,715.9189189,0.660086516,-0.614102544
29,498842.3,2357585,Forrest,342,501.9565217,289.3478261,2976,2732.173913,1729.636364,667.7391304,0.793851718,-0.711349743
30,499873,2351091,Forrest,302.826087,468.9130435,203.3478261,3431.869565,3077.26087,2161,716.1304348,0.837830916,-0.759580017
31,511114.7,2394042,Forrest,533.53125,639,356.28125,2944.5625,2810.4375,1930.818182,869.78125,0.693204791,-0.643371645
32,487276.7,2349568,Forrest,391.5428571,563.8,293.3714286,3387.8,3198,2057.894737,864.3142857,0.792798446,-0.714647232
33,516354.3,2351743,Forrest,410.3414634,554.5121951,251.9512195,3095.146341,2830.707317,1984.222222,772.1219512,0.765886241,-0.696129274
34,496968.2,2367061,Forrest,433.3809524,567.7142857,330.1428571,2932.571429,2748.333333,1891.25,675.6190476,0.742491335,-0.675618317
35,498929.2,2366224,Forrest,359.7241379,523.6896552,275.2758621,3157.310345,2819.310345,1816.277778,762.6551724,0.795438947,-0.715463377
36,515883.7,2392301,Forrest,556.0322581,658.8709677,368.6451613,2895.548387,2765.516129,1758.2,856.7096774,0.677810073,-0.62926661
37,484724.3,2347978,Forrest,372.1666667,532.8055556,277.8611111,3098.305556,2911.416667,1948,774.8333333,0.785523904,-0.706533048
38,511413.6,2354760,Forrest,378.7,513.15,224.9,2867,2680.475,1645.111111,710.475,0.7666451,-0.696374421
39,524416.4,2373304,Forrest,527.2564103,630.4871795,305.8974359,2973.282051,2766.153846,2000.421053,1002.435897,0.698756968,-0.650095698
40,515094.9,2355253,Forrest,477.1627907,613.1627907,278.4883721,3236.953488,3069.860465,2061.478261,878.7674419,0.743054468,-0.681483495
41,498126.8,2350356,Forrest,449.2608696,598.4347826,362.826087,3115.086957,2868.26087,2060,764.8695652,0.747914125,-0.677699594
42,491912.6,2335443,Forrest,236.0454545,346.5454545,168.3181818,2133.136364,2140.045455,1252.75,493.4545455,0.800736733,-0.720491999
43,500438.8,2386969,Forrest,458.4210526,594.2368421,322.3421053,2783.657895,2622.289474,1484.133333,666.7894737,0.717205497,-0.648161421
44,504344.6,2366147,Forrest,335,497.4615385,193.9487179,3308.128205,3125.128205,1871.210526,739.2820513,0.816092116,-0.738562708
45,504470.1,2332364,Forrest,333.2727273,470.8409091,167.2727273,3156.772727,3014.318182,1580.928571,781.0227273,0.809015251,-0.740412868
46,548578.8,2317452,Forrest,324.1724138,457.3103448,186.1724138,2643.896552,2437.931034,1450.666667,642.8275862,0.781560053,-0.705075888
47,549337.6,2325306,Forrest,586.075,641.425,298.325,2738.65,2827.925,1807.333333,920.8,0.647444525,-0.620467001
48,492994.3,2329887,Forrest,257.7096774,378.4516129,152.6774194,2473,2364.193548,1426.352941,557.4193548,0.811250768,-0.734555122
49,518460.7,2335563,Forrest,306.5116279,447.2093023,166.3023256,2901.162791,2712.046512,1647.96,681.8372093,0.808888567,-0.732879567
50,576447.2,2279963,Forrest,349.2941176,514.1764706,224.7941176,2819.235294,2535.647059,1616.75,612.4705882,0.779522881,-0.691501376
51,495054.8,2357731,Forrest,398.7777778,567.3888889,339.3333333,3222.555556,3069.333333,1788.714286,823.9444444,0.779761905,-0.700581949
52,510870.5,2322571,Forrest,362.2954545,530.8636364,188.5681818,3552.386364,3402.25,2182.941176,940.9772727,0.814904265,-0.739979851
53,523666.3,2345882,Forrest,537.15,640.675,315.725,3158.925,3038.075,1905.5625,850.925,0.709340314,-0.662767133
54,523086.8,2382992,Forrest,391.5588235,530.6176471,263.7352941,2835.352941,2661.411765,1543.375,651.7058824,0.757316684,-0.684716409
55,496950.6,2393579,Forrest,372.9375,527.78125,268.90625,3022.3125,2722.0625,1549.888889,610.78125,0.780318091,-0.702666303
56,519653.1,2319429,Forrest,289.4193548,464.5483871,192.5806452,3252.645161,3101.032258,2023.235294,826.2580645,0.836581545,-0.750054238
57,492089.8,2346448,Forrest,539.3461538,662.6538462,365.3076923,2999.5,2885.884615,2061.7,975.0769231,0.695185306,-0.638107041
58,516813.8,2336122,Forrest,441.5102041,576.2244898,258.5306122,3217.122449,3018.959184,1874.529412,790.4285714,0.758647426,-0.696192044
59,492733.1,2376267,Forrest,421.2631579,563.8421053,309.1052632,2824.526316,2638.263158,1714.666667,727.4210526,0.740424842,-0.667189612
